,labels,responses
3992,NOT_SARCASM,and it's hard for me to #ignore when #twitter is promoting #hate !
3993,NOT_SARCASM,Aww . I still have 2 of my 4 Dr . Pepper Star Trek Glasses from 1978 . I still remember when I dropped my Dr . McCoy glass .
3994,NOT_SARCASM,Just wanted to make u smile  hope u feel ok today #family #newmie love  always #loud n
3995,NOT_SARCASM,"Thanks lads ! I have a couple of left over SMD PCBs from my Wemos motor controller design , so will get the gear and try it with this ."
3996,NOT_SARCASM,"Only the kind of man he is , his character , his view on anyone who isn't white and rich and male ."
3997,NOT_SARCASM,"This is a rare interaction . More of these , please ."
3998,NOT_SARCASM,I tend to hate nothing . I did long ago and #hate eats light .
3999,NOT_SARCASM,I bet he knows the biggest biggly words ever ... ... words ... biggly ...
4000,NOT_SARCASM,Ha ! I'm not here for pseudo fame like you . I have a fulfilling life and career . I don't need strangers approval online .
4001,NOT_SARCASM,I just want my friends to know I'm not a hateful person . I feel like I'm on the verge of losing a lot of friends
4002,NOT_SARCASM,Of course it is . Don't be surprised . Or disappointed . It was always going to happen . Get into the prayer . That's the refuge and consolation . #beauty #truth #Catholic
4003,NOT_SARCASM,lmao kind of funny - facts must have gotten in the w
4004,NOT_SARCASM,"I'm not allowed in the BigBed room , but Muvver says she can hear me doing my sofa scratting from upstairs at night sometimes "
4005,NOT_SARCASM,"#grandchildren #ourfuture #littleminds These are My Grandchildren , Through Them I Live On X"
4006,NOT_SARCASM,"Even I can now say ... "" back in my day ... "" "" I remember when toblerones were this big ! "" #suffolkhour"
4007,NOT_SARCASM,"#ZOOMORPHISM IN THE FATHERLAND Young lady , there's a bin right there ! You are a real #Dreckspatz or "" Filth-Sparrow "" — - #German"
4008,NOT_SARCASM,"a bit belated retweet , good going , another one in the bag , last 2019 marathon"
4009,NOT_SARCASM,"nobody wants or is having or ever shall have sex with you , why ya hate on women"
4010,NOT_SARCASM,"But we can still say , "" Screw the Trump voters "" - - bc #angry , just wish enlightenment , not wish anyone ill . 100 %"
4011,NOT_SARCASM,Big tick for the note from the hemi .
4012,NOT_SARCASM,"most environmental problems are caused by people . Wish we , the people , realize it now ! #fact"
4013,NOT_SARCASM,check out  tweets . These events are terrifying and happening everywhere . #scared
4014,NOT_SARCASM,eh Cor is pure . Uze wanna #hate ? Find eh new way . #FeldFam
4015,NOT_SARCASM,Ahhh ! So Trump planned the mournful protesters at the US Embassy on New Year's Eve !
4016,NOT_SARCASM,"#IhaveNoFear just sad until now , we regroup and fight #tyranny #oppression with"
4017,NOT_SARCASM,#BRIAN ( SPELT BRIAN NOT BRAIN INTENIONALLY ) CUZ HE CANT SPELL ! ! AMONGST EVERYTHING ELSE ! ! trump is less than a man ! #RIFFRAFF #AT ! !
4018,NOT_SARCASM,"That is ; what you just said Bonnie . Keep spreading the #Peace , & but remember not to be"
4019,NOT_SARCASM,"No one should have any illusions ; this was "" Make America White Again """
4020,NOT_SARCASM,#Apparently Jonathan is just a product of the #Left #Wing - is is is is - the - it's our =
4021,NOT_SARCASM,I wonder what it's to work & enjoy doing so ? I doubt there's any fun in . What purpose does #Serve ? #AmEx may be the gift ze have been waiting for . It's not even funny ze & ze know should be worth . As credit's due
4022,NOT_SARCASM,"Sunny Leone and Mary Kom are professionals in there own professions .  . I respect both . You just don't need to be successful , mature or in sense to project affection .  . What do you need ? A wide mindset ."
4023,NOT_SARCASM,I'm impressed of your artistic restraint of ... bladder face features ...
4024,NOT_SARCASM,Exactly ! With all the gloominess & adversity we must stand up & make our voices that much louder ! & advocate & #inclusion
4025,NOT_SARCASM,"Right , you don't like the rules , now you're going to try to change them . That should make Trump look MUCH less guilty !"
4026,NOT_SARCASM,i like a smelling cologne when going on a date or a outing .
4027,NOT_SARCASM,A real eye opener and genuinely lovely to talk T1 without having to constantly explain yourself #gbdoc
4028,NOT_SARCASM,"4 . Lifting of #burdens - Ephesians 5:26 ; Hebrews 4:12 5 . - Psalm 119:111 ; Psalm 119:162 ; Jeremiah 15:16 ; Luke 2:10 6 . #Peace - Psalm 119:165 ; Proverbs 3:1- 2 , 17 ; Isaiah 48:18 7 . #Relationship with the Author - Isaiah 40:8 ; Hebrews 4:12"
4029,NOT_SARCASM,"a bit belated retweet , good going , another one in the bag , last 2019 marathon"
4030,NOT_SARCASM,"#ZOOMORPHISM IN THE FATHERLAND If you measure the distance between parked cars to report violations of local ordinances , doing the right thing at some personal cost - popularity isn't everything ! - take a bow #Paragraphenhengst or "" Paragraph-Stallion "" — - #German"
4031,NOT_SARCASM,god make certain ppl rich so that they will give to the who don't have even basic needs fixed (8 ) #ShaheerSheikh & respect
4032,NOT_SARCASM,Then the world is more sick than I thought . Wonder what you call the things happening to kids at school now ?
4033,NOT_SARCASM,"So bloody scared I'd go to #jail for #terrorism since the heart was on to shut down ( and maybe worse ) all public #Assange supporters ( I was even told to not mention the name , ever ) that I wrote a rap poem that my ex said is than ( AS GOOD AS )"
4034,NOT_SARCASM,Paying off in spades I'd say  . And you are more than welcome . Great stuff . I am envious — I trouble drawing stick figures 
4035,NOT_SARCASM,"Posted my Day 7 #31DaysOfCreativity ' good advice ' video early on Day 12 . I was right ! 15mins ! ? It took me more like 2 hours but , after downloading some free images from the web last night in preparation , I got carried away with & did it right then & there "
4036,NOT_SARCASM,"I'm filled with so much now , I don't know what to do with it all … LOL !   "
4037,NOT_SARCASM,"Awe … Thank you ! You're amazing , too ! Never have I ever encountered so many wonderful people … #TeamPete is the best team … * EVER * ! #RulesOfTheRoad #Belonging    "
4038,NOT_SARCASM,I wonder if you have any photo from when your mother was visibly pregnant with you inside . It would possibly speak clearer than words . #life #truth
4039,NOT_SARCASM,"I agree , even in our own lives - but what is our best weapon ? Our battle isn't against flesh and blood - it never was ."
4040,NOT_SARCASM,How a day can be when #kindness touches it . #ThinkBIGSundayWithMarsha
4041,NOT_SARCASM,Aren't you a celebrity who is currently using his platform to lecture other people
4042,NOT_SARCASM,thank you i m u r wrking i hope i will get true #4G #Speed .
4043,NOT_SARCASM,Its been a very bad exp with AA . we need to attend business meetings and no luggage . #frustrated
4044,NOT_SARCASM,not all of us are Evil some of us are against it BUT we are shut off even when we are signed for the Universe I am One of those who refused to shut up - - Q
4045,NOT_SARCASM,Jenna still no sight of my machine or delivery date
4046,NOT_SARCASM,"An automatic smile generator , . Unconditional and #Kindness always rocks my world in the #Positives . Thank you ."
4047,NOT_SARCASM,Nick please don't abandon me ! I'm now being threatened with assault by pepperami only wilbur can save me #scared
4048,NOT_SARCASM,We're obsessed here with doing a good job and providing the best service and quality of labels for our customers . We're lucky that the team all pull in the same direction .
4049,NOT_SARCASM,"that is weak , so instead of doing what's right he didn't want 2 rock the boat ? Thats not #leadership"
4050,NOT_SARCASM,Yes & they never forgot we #rescued them - loving & #grateful . Found starving on Boxing Day in a big hole in churchyard in Kildare
4051,NOT_SARCASM,"WordPress fan here too #interiorschat - it also gives me a real sense of accomplishment , to have created the site and built it up from scratch"
4052,NOT_SARCASM,"The Obama / John Kerry , France , Russia , The EU , and China way ( P5 + 1 ) . 10 years of hard fought negotiations for an Iran nuclear deal is the reason Gen . Qassim Suleimani was not harmed . Trump doesn't know what he is doing   ‍  ️  #factcheck"
4053,NOT_SARCASM," Confessing , repenting , and remaining free of sin , brings a person God's Love unless The Door has been shut on them . — — — #God #Jesus #HolySpirit"
4054,NOT_SARCASM,we will never be like them as we have a very big #ocean between us . Keep spreading #fear
4055,NOT_SARCASM,"Wow . That's so many layers of what ? ! It's that weird behaviour when they think we'll be glad for their interaction which "" benevolently "" recognises our disability . Like "" I see you disabled person , I'll just let you know that , cause I'm so """
4056,NOT_SARCASM,"he had options I donated 2 him & he sold out , he's just a snake oil salesman #disgrace"
4057,NOT_SARCASM,what's the point of calling us then and making agreements of payment if 24h later you cancel them anyway ! ! ? ?
4058,NOT_SARCASM,One family prove it in video dummy cobra #qanon wife manifest something You cant in platforms Blocked your retweet
4059,NOT_SARCASM,Awww cool ! ! Thanks a million for adding my song Angerville on your playlist ! ! ! and #grateful   
4060,NOT_SARCASM,"Some Fires in SA ? ? = #SERIOUSLY ? ? 72 homes + 400 Structures + 227 Vehicles Almost HALF of KI now in ashes Not a lot happening in WA ? ? = ? ? 40,000 HECTARES Gone"
4061,NOT_SARCASM,Happy Friday & Weekend Christi #bff & all my dear friends ! I caught the most #sunset last night !    ️
4062,NOT_SARCASM,Anything text me . If u feel uncomfortable at that moment just text me bb ill right there 4 u #sisterhood #swag #friendship
4063,NOT_SARCASM,"Should be counted as lessons , and not failures ... as I review my journey . In 25 years , #IAm still an advocate for children . I just expanded my view to all of #Humanity . A golden child , of 83 yrs young . She is my favorite . ijs ... count it all !"
4064,NOT_SARCASM,Same here  STM #Houston young priest on fire ! And some 1 mentioned to me he likes certain sodas and pistachios . So everytime I am at a place it has his soda / pistachios I buy it for him and leave it at the rectory with a small note . He is loved and prayed for . He is walking
4065,NOT_SARCASM,Same here  STM #Houston young priest on fire ! And some 1 mentioned to me he likes certain sodas and pistachios . So everytime I am at a place it has his soda / pistachios I buy it for him and leave it at the rectory with a small note . He is loved and prayed for . He is walking
4066,NOT_SARCASM,"Yes , you are your own MC . That's isn't it ?"
4067,NOT_SARCASM,"oh yea misery loves company , I will not join or validate his hatred . I choose . I wish him to understand one day ."
4068,NOT_SARCASM,Humans a lot this word . We must admit .
4069,NOT_SARCASM,Lol are all 3 of you in your profile pic wearing the same sunglasses ? Did you go shopping together ?
4070,NOT_SARCASM,"3rd #Sunset of 2020 & 1st pic 2 share with U ladies ! , isn't it ?     "
4071,NOT_SARCASM,"I know , I'm seriously worried about security now - plans to move our industry to Switzerland are needed methinks #scared"
4072,NOT_SARCASM,Perfume bottle cuteness . Wear the perfect perfume while you dismantel our dystopian society  #marieantoinette #jewelry #earrings
4073,NOT_SARCASM,#Radicalism divides & #fear of Trump has made emotional reactionism in the left that drove ( & continues to drive ) moderates away .
4074,NOT_SARCASM,"( 4 of 4 Tweets )  ,  & Pat , your success in leadership is ours and the people's . Lastly , I wish to offer my heartfelt gratitude to the voters of District E for entrusting me to serve our community once again . #Service #Onward"
4075,NOT_SARCASM,"4 / ... I am one with you & you are one with me Life is beautiful & you are beautiful too Trust the universe , the universal truth #ayahuasca #ayahuascaceremony #ayahuascavisions"
4076,NOT_SARCASM,"Let's make the process visible , not hidden away in Industry or Capital-land . Or politics . Pull back the curtain , show your folks how this happens . THEN we can get to changing ourselves , which will change the world . Thank you . #art #cartoon #cartoonistsunite / end"
4077,NOT_SARCASM,Is this you indirectly askin me out for a pint ?
4078,NOT_SARCASM,MEMBER FOR LIFE ..      thanks to PJ Vann for taking that in LaFollette TN last year during the Christmas parade ! !
4079,NOT_SARCASM,I will create watercolor #portrait designs for you . Check out my works & Contact me :
4080,NOT_SARCASM,   not if I get rid of YOU first !  
4081,NOT_SARCASM,Identify something you are doing for selfish reasons . How can Jesus make that into something pure and beautiful ? #Purify #Jesus #Faith
4082,NOT_SARCASM,May ALL the people of #God be blessed by knowing the wisdom of His from today going forward ... #Depression #Prayer
4083,NOT_SARCASM,"A 3d view of the #ViedmaGlacier , Lake #Viedma , Southern #Patagonian Ice Field , in  ️ 60 more images : Some of the most and interesting images of 2019   Credits : /"
4084,NOT_SARCASM,the only thing we have to #fear is fear itself .
4085,NOT_SARCASM,IF ITS TEN THOUSAND HOURSSSS OR THE REST OF MY LIFE #10000 lyrics #iheartawards IM GONNA LVOE YOU
4086,NOT_SARCASM,Please don't sick the dogs on me I'm just a local ! Not the 40 followers from a dude with in his bio !
4087,NOT_SARCASM,WHY u RETWEET   #lies #hate . Why dont u all follow #DalaiLama's advice ? …
4088,NOT_SARCASM,"Yes , we hate America . You nailed it . And Trump genuinely cares about the #Deplorables . What else have you uncovered ? Trump doesn't lie ? Ukraine helped Hillary in 2016 ? Obama is from Kenya ? HRC plotted a coup from a Pizza Parlor after she offed Seth Rich ?"
4089,NOT_SARCASM,"Body is purified by water , self is purified by tears , intellect is purified by knowledge , and the soul is purified with #ThinkBIGSundayWithMarsha #InspireThemRetweetTuesday"
4090,NOT_SARCASM,I'm going to hate-watch this entire show like I did the first time around
4091,NOT_SARCASM,"An automatic smile generator , . Unconditional and #Kindness always rocks my world in the #Positives . Thank you ."
4092,NOT_SARCASM,Never let anyone stop you from wearing pink    #earrings #pink #jewelry
4093,NOT_SARCASM,Billy Graham's granddaughter said it best : God judges our entire existence based on how we love Him and how we love other people . And to me that means deeds . Not words . Not believing in silly apparitions or Old Testament tribal mumbo jumbo . #science #tolerance
4094,NOT_SARCASM,"Wow , the power of social media ! Hope you two stay connected . #resilience #living"
4095,NOT_SARCASM,This is just a preview of everything we have in store for the BSHS's first digital conference ! Papers will be tweeted out from on 12th Feb  EVERYONE is welcome to participate !  Follow along & join the conversation #BSHSGlobalHist
4096,NOT_SARCASM,ok gotcha you #agreed Ari looks so when #Sonny & r with her truly then they about  
4097,NOT_SARCASM,"Whatev , all adds up to what's been going on ( world-wide ) for decades ! Bring down countries that have , to the levels of "" have not "" countries ! #CheapLabor Think it was a coincidence , not one "" New American "" coming to ND was from a Scandinavian country , NOT ONE ! ? #NDPOL"
4098,NOT_SARCASM,I just published the revised edition of my novel . It should go live on Amazon & other places later this week !
4099,NOT_SARCASM,"Wow ! Thank you , I'll take that ! ! Thought it was terrible , artistically , but you've made me feel really , thank you . The bravest bit for me was drawing in pen ie not being able to rub it out and start again xx"
4100,NOT_SARCASM,cheers bro my reciprocation have a great day #Peace & #Balance
4101,NOT_SARCASM,Good morning Shikhar and all have a great day and stay safe & Prayers     
4102,NOT_SARCASM,"Well , I hope you  THIS and don't lose your  . Yes , I am #OneProudMom  NOW ,  "
4103,NOT_SARCASM,. I'm just starting to get stuck in after a few years break ( late life baby ) and thoroughly enjoying it . I still have one of your SM oscillator designs I made from scratch to drive a WDG 2.3 Ghz transverter . You helped me tune at Adastral round table many years ago . 
4104,NOT_SARCASM,#HillaryClinton go hillary ! ! i love and look up to you ! !
4105,NOT_SARCASM,I watch all ur vids and I subscribed to you I'll be ur bestie for life furries and sister location #fnaf
4106,NOT_SARCASM,Who could have predicted that our episode would spark such a beautiful romantic getaway ? !
4107,NOT_SARCASM,had high hopes for #obama .. he turned out like all the others ... Let's hope #trump actually brings #positive changes to
4108,NOT_SARCASM,"6 . They are fighting for #Constitution and for prevention of discrimination based on any of various differences which make up #Indian #democracy . This little note is to say : be warned , do not let take away the focus from the protests against the and"
4109,NOT_SARCASM,"This sentece means AMERICAN POLITICIONs not American people , not American people , not American people , dude ! ! ! I'm sorry if you think sth else ! Almost all Iranian Americans ! ^ _ ^ "
4110,NOT_SARCASM,i thought you guys said Glo 4G network is available in delta state . how come i cant find any now ? ?
4111,NOT_SARCASM,"Wouldn't you say that about all human activity ? Human greed and revenge has caused far more death . The CofE may have been founded by Henry VIII , but that doesn't mean we do anything else than try to follow Christ . Big old left-winger that he was ... #charity #hope"
4112,NOT_SARCASM,"Like a beautiful breakdown , and it's just not really #SG2"
4113,NOT_SARCASM,"Amy repeatedly went over her allotted time tonight , ignoring the moderator , pressing home her punchline ."
4114,NOT_SARCASM,And Alex ... if you join the videos are built in . No need to go looking #CoachJohn and #CoachSam are there for you . It's
4115,NOT_SARCASM,Sometimes a breakdown DOES lead to a breakthrough . Sweeping away the negative leaves room for the positive to show up . Be kind to yourself . You are worth it . I wish you strength . Stay here . You have a right to be here . We are all connected . x
4116,NOT_SARCASM,"May we ALL say YES to a better way today , that being the WAY of #Christ #Jesus and His sincere HEART of eternal for ALL ! Ezekiel 36:26 #PRAYER"
4117,NOT_SARCASM,He was just referring to his opinion of 2020 . He was not saying that a woman could not win an election . Why would he say that ? Bernie is an intelligent gentleman . It's not about a woman winning an election ; it's about the likelihood of a woman winning in 2020 . 
4118,NOT_SARCASM,"#Trump has uncorked a bottle full of #hate , racism was there , but #Trump empowered racists"
4119,NOT_SARCASM,I was so hoping  would respond directly . There are LOTS of #frustrated Nexus 6 owners using T-Mobile .
4120,NOT_SARCASM,... those two #Idiots don't make a bona fide ! ... & you're still #brainwashed by these & their oligarchic ! ( I don't expect you to understand any of it ! ) 
4121,NOT_SARCASM,You will agree that the #Left and split in #UK politics is REAL ? Why do you think it is ?
4122,NOT_SARCASM,I just saw the full live play & yeah it doesn't seem dirty . Man that's just so ugly & the crowd was sick too . #awful
4123,NOT_SARCASM,I felt the same when I saw The Beatles in 1963 haha #lucky
4124,NOT_SARCASM,( 2/2 ) in service 2ur company head via formal letter OR 2nd . Consumer court . #intex #badservice #fitrist
4125,NOT_SARCASM,Thsnk you so much . #Appreciate your kindness to share this journey . #Peace and ! Enjoy your day of blessings . .
4126,NOT_SARCASM,"I am NOT a fan of Hillary , Trump's or you . GO #bully and #hate somewhere else . #IamAmerican and I am staying HERE !"
4127,NOT_SARCASM,Regardless what any of us humans say or do: #TIME always reveals the #TRUTH ... we shall see my friend #history
4128,NOT_SARCASM,Infowars has some diehard fans 1 of them called me a wacko 4 criticising th
4129,NOT_SARCASM,likewise . I don't #hate you personally ... But our views are culturally at odds . I wish you well in your pursuit of happiness .   ️   
4130,NOT_SARCASM,Some hide their pain behind the smile #MindsetReset I turn my pain into art & art into life so its MEANINGFUL because my life is a Masterpiece #LifeLessons #photography
4131,NOT_SARCASM,Went to the local distillery that has nice cocktails and small plates
4132,NOT_SARCASM,As a daughter of a coal miner & a long line of coal miners I've tried to find their membership requirements Also would have thought they would of backed RLB who's political views represents Exactly the working class & who supports policies what would help us flourish
4133,NOT_SARCASM,I'm ridiculously precious about presentation including how things are stuck in ...
4134,NOT_SARCASM,Good man ! Plus what a backs to the wall effort too !
4135,NOT_SARCASM,Live your big bold life . Don't worry about shining too brightly . The #world needs your #light #ThinkBIGSundayWithMarsha
4136,NOT_SARCASM,just spoke to her she's fine family is fine but my thoughts go out to everyone affected by the earthquakes
4137,NOT_SARCASM,"Totally the opposite ! Actually , people that knows recognizes his telegraphs from the past . A loser doesn't became a overnight !"
4138,NOT_SARCASM,"Sunny Leone and Mary Kom are professionals in there own professions . . I respect both . You just don't need to be successful , mature or in sense to project affection . . What do you need ? A wide mindset ."
4139,NOT_SARCASM,Thanks Jimmy my lovelie I will my lovelie big hugs and hugs to u too hun #CatsOfTwitter #Kittens     lots of love xxx
4140,NOT_SARCASM,I thought you told me to have a good day ? What happened ? #zen #letsallbefriends
4141,NOT_SARCASM,"It's not strange humans do adapt , I've adapted to our ridiculously hot weather here , so naturally when I spend around 3 weeks there en route to Lebanon my body goes into shock ! ! ! Not to forget the québécois accent that's another shocker there    st Jean"
4142,NOT_SARCASM,I can see it in a song . That's the beauty of it ! Tell me you don't feel the #QueenEry in #Girls or the in #XO it's all themed thought through and beautiful    
4143,NOT_SARCASM,"Once the shortbread was ready the boys came back to taste them . We then decided to serve the shortbread for afternoon snack so everyone could try . "" There good "" said A . "" It's yummy "" said M . "" It's crunchy "" said E #successfullearners #confidentindividuals"
4144,NOT_SARCASM,in conclusion the tigers won ! they beat the tigers  ️ this was a real win for my family as it will likely reduce both of my parents anxiety levels greatly in the coming days ! #football #geauxfootball
4145,NOT_SARCASM,"It is a very moment I have to be honest , joining #WeStNs in time for #NursingNow2020 and to top it all I've finally achieved my long term  of studying to be an RMN 2 the likes of  4 support way back"
4146,NOT_SARCASM,"Two of my wife's G4 ' s have died in 6 months , and two of my other LG phones died in under a year . #awful"
4147,NOT_SARCASM,"Not enough ? We have the surroundings , literally dotted with some of the finest #Italian castles ! Fierce battles that shaped destinies of #empires , romantic stories , massive fortresses , discover a land of history and beauty . Contact us : tour.net #Parma2020"
4148,NOT_SARCASM,prove himself ? You and the protesters are stirring up #hate without even giving him a chance . I am trying to reason ...
4149,NOT_SARCASM,ok great ! The girls and I will see u later ! !    
4150,NOT_SARCASM,"that snap had nothing in your interests but #hate just like my clapback , not a way to campaign for mayor of Santa Clara ;-)"
4151,NOT_SARCASM,"Right back at all of you lovely ladies ! ! ! <3 Jenna , you're challenged to be #grateful today ."
4152,NOT_SARCASM,well I'd rather have him than a criminal like Hillary . It's just like a lib to resort to name calling  
4153,NOT_SARCASM,Thank you Cristal for putting me your #AwesomeList and I wish everyone an day as I like to say
4154,NOT_SARCASM,"CUTIE .. I just hate seeing so much "" keith is emo "" content bc I think he rly isn't so this whole confirmation is a blessing"
4155,NOT_SARCASM,what r u referring to I know my history man Im coming at u w respect I don't share ur vote / view so now I'm illiterate ? #hate
4156,NOT_SARCASM,"#ZOOMORPHISM IN THE FATHERLAND You are a "" Flash Harry "" - always well turned-out , not short of confidence , a true pillar of the community , but behind your back even your friends call you pompous ? Then you are a #Lackaffe or "" Varnish-Monkey "" — - #German"
4157,NOT_SARCASM,never had a problem saying what I need to say with proper spelling . #lazy #extraroomextratag
4158,NOT_SARCASM,"SIR MIKE I AM A #FIGHTER , , LOST ON THE FLOOR A LITTLE TIME , , #FAMILY LOST TOGETHER , , , 2X #CANCERS AND ALWAYS BE , I ALWAYS TAKE CARE OF THE WAY , I , , ALWAYS MY , SO I HAVE IT EVERYTHING WHAT I WANTED , HOW I HAVE MY , , IN EVERY WAY ."
4159,NOT_SARCASM,God opened my eyes to the deception in around 2013/2014 .. ! !
4160,NOT_SARCASM,"totally agree . To be fair , once they saw benefits of cgm , her team did complete turn around & funded . #lucky #OzDOC"
4161,NOT_SARCASM,Thsnk you so much . #Appreciate your kindness to share this journey . #Peace and ! Enjoy your day of blessings . .
4162,NOT_SARCASM,#러브 Love hurt his hand that day during promotions so he wasn't able to draw anything complicated > < ( this is what slot manager told me ) . He was using his left hand to write . I'm so grateful for his little heart anyways :(  ️
4163,NOT_SARCASM,I hope Mr P went back and demanded a replacement
4164,NOT_SARCASM,"You claim to hate #bigotry yet you are practicing it ! You claim to dislike #hate yet , you are practicing it ! Give DJT a chance !"
4165,NOT_SARCASM,Sarge obviously loves my mommy ! They will definitely make a great couple and he will make a great daddy !
4166,NOT_SARCASM,I'm a nightmare with the jags as well #scared  . Yeah I'll need to get some good painkillers
4167,NOT_SARCASM,will be better off out . There is a minority that either have selfish interests or don't get it yet . #beProud #faith
4168,NOT_SARCASM,Ohh we are so glad that another whinny person moved away from us . 2020 would be so quiet without you ...
4169,NOT_SARCASM,If you care so much for your beloved #ChosenOne and care to move with him to Siberia !
4170,NOT_SARCASM,isn't it that the ppl attacking me on this don't have children ?
4171,NOT_SARCASM,"What ? !   ... but .. sigh . If you talk to him again , tell him and the Mrs . That #TwitterFam is praying . Really hard . #Energy heals .   . "
4172,NOT_SARCASM,my kids 9 and 11 are so happy to hear that he's going to try to keep dangerous illegals from hurting them .
4173,NOT_SARCASM,No worries ... Just living by my adopted #RulesOfTheRoad rule ... !   
4174,NOT_SARCASM,"#COOL-20200108-361012 since around 1pm yesterday completely down , blue light on cpe flashing . Please , i need to connect in to work and no one is updating anything anywhere"
4175,NOT_SARCASM,"tried that , both devices and still nothing . Is there no other way to add to cart from the back end ? #frustrated"
4176,NOT_SARCASM,"because your wanting to kill women stems from your rejection ,"
4177,NOT_SARCASM,Thank you so much  so glad you liked  Let's do what we love and do a lot of it . Livin ~ Lovin ~ #Life ... ! ! #roadtrips ~  Sending Love & Joy to All !  Goodnight 
4178,NOT_SARCASM,"Smashing it big man , keep up the good work   #friendship #future"
4179,NOT_SARCASM,just went to 15 but even more excited to grow to 20 now  #meditation #grateful
4180,NOT_SARCASM," God , it would be much better if You just sent someone to tell me what to do ! It would be easier if You just came here Yourself and explained it all to me ! — — — #God #Jesus #HolySpirit"
4181,NOT_SARCASM,Hi Google Nest ; can't patch into Apple Store as it's refused my form twice AND because it's an I-phone I can't access Google Play Store for the Google Home app to launch my mini as it's Android and my software update is 12.4 . 1 .
4182,NOT_SARCASM,Thank you for thinking of my I'm a bit behind on Tweets but wish everyone an day
4183,NOT_SARCASM,am sure your team is working . The rate at which it's working it feels like I will be given the offer when the period ends .
4184,NOT_SARCASM,My kids Franco & Cavitelli looked up to him ... such a shame
4185,NOT_SARCASM,until you fix this will not purchase Vzio products ##disappointed
4186,NOT_SARCASM,There is no reasoning with you . We are protesting #bigotry #hate #sexism and Get used to it . We won't stop .
4187,NOT_SARCASM,John pearce #free #promotional #posting Name the & below & that we will & or Would you be from just the to the ?
4188,NOT_SARCASM,"I normally avoid for that very reason . When I heard the Q , I really didn't think they'd go straight to ' tidy ' ."
4189,NOT_SARCASM,I am confused on your comments & why I would be tag ? #peace #unity My position 4 all
4190,NOT_SARCASM,"Done it last year and loved it . A great day . And done quite a few practice rides around Kerry ,"
4191,NOT_SARCASM,"Personal , is vote for Marianne Williams , but our country isn't ready for an administration based on and #peace . Which is too bad because , love and peace doesn't feed the military industrial complex . Anything that moves this country toward peace is put down . Let's change !"
4192,NOT_SARCASM,Lets hope he won't . His promises are pretty terrifying . #climatechange is among the things he planned to stop
4193,NOT_SARCASM,"I #pray ALL go this route including the great "" pillars "" of our community such as doctors , nurses & social workers who all too often assault , swear at , and humiliate the vulnerable . May the heart of #Christ , not the "" heart "" of the Church be UPON us ALL ! Ezekiel 36:26 #PRAYER"
4194,NOT_SARCASM,Dearest friends Happy Weekend  Have a Weekend full of #Peace    
4195,NOT_SARCASM,We are not a #followtrain but everyone is still welcome to join in and #chat with us and meet great #friends and top with the best and that are . and to find
4196,NOT_SARCASM,"#Trump is allowed to say whatever he wants & bring #hate to communities , but protestor are worse #Hypocrisy"
4197,NOT_SARCASM,"This sentece means AMERICAN POLITICIONs not American people , not American people , not American people , dude ! ! ! I'm sorry if you think sth else ! Almost all Iranian Americans ! ^ _ ^ "
4198,NOT_SARCASM,oh right that strange ... i thought all items were on line first ... just hope it comes out then soon ... 
4199,NOT_SARCASM,"That's why I use the as a "" bookmark "" in many places ."
4200,NOT_SARCASM,"Totally agree , but many people don't give a darn . City must have had a reason not to have trash cans around ."
4201,NOT_SARCASM,"I don't care about having followers , is that how you measure your life ?"
4202,NOT_SARCASM,How I love my #LRRM throwing out bonus music at just the right time . #Peace #Happiness
4203,NOT_SARCASM,* frantically trying to figure out who Ashton is to still be a part of this chat *
4204,NOT_SARCASM,"will motivate you to #Master , and Mastery will empower you to #Provide . | #Mind"
4205,NOT_SARCASM,Lol . Look at you and your big words . So clever . Bless .
4206,NOT_SARCASM,#misrepresentcubanamericans Hillary running ads that Trump violated embargo meant nothing ?
4207,NOT_SARCASM,Please don't sick the dogs on me I'm just a local ! Not the 40 followers from a dude with in his bio !
4208,NOT_SARCASM,  I look forward to it . Full disclosure : I was born into the #cult and I have two masters degrees including an MDiv in your cult . I was a chaplain even ! And I got out . I'll be trying just as hard to set you free ! I got out I hope you can too one day ! ! #Freedom #Truth
4209,NOT_SARCASM,This is very true . It can get ugly in the blink of an eye ! #solidarity
4210,NOT_SARCASM,How come u cropped out the tweet he was referring to ? Being on the left is about war crimes and a million people Iraqis .
4211,NOT_SARCASM,"Cheers was a steady recovery run , loved it lol how was yours , how far you guys go and what pace"
4212,NOT_SARCASM,"May our relationship begin with Our Lord , Our #God soon by deciding to take on His sincere heart ... His HEART of eternal for ALL ! Ezekiel 36:26 #PRAYER #Jesus = = = ="
4213,NOT_SARCASM,yes I did that already ! I am very I think it's best I return the surround sound 
4214,NOT_SARCASM,"you can't fix stupid ; but , you can exploit it"
4215,NOT_SARCASM,And I would NOT be ok . Nope . Not at all . Would clearly need tremendous emotional ... and physical ... support . 
4216,NOT_SARCASM,Winner ! Great job Kurt ! You proved the point that firing JG is not the solution for the Cowboys . And that their personnel could not be coached better than any playoff team that is playing now by submission of zero facts to support your opinion .
4217,NOT_SARCASM,It was #Telesur who opened the eyes of many and many in the continent to #discover & the #Revolution that Hugo developed in and who accustoms us every day to admire the brave Venezuelan people that were subtracted in the streets once & a thousand times ..
4218,NOT_SARCASM,Thank you Julie for being one of #AwesomeFriends and all the things you have done for me .
